Movie Name,Role,Name
Punisher: War Zone,Screenwriter,Nick Santora
Punisher: War Zone,Screenwriter,Art Marcum
Punisher: War Zone,Screenwriter,Matt Holloway
Se jie,Director,Ang Lee
Evan Almighty,Director,Tom Shadyac
Evan Almighty,Screenwriter,Steve Oedekerk
Evan Almighty,Producer,Gary Barber
Evan Almighty,Producer,Roger Birnbaum
Evan Almighty,Producer,Neal H. Moritz
Evan Almighty,Producer,Tom Shadyac
Evan Almighty,Producer,Michael Bostick
The Missing,Director,Ron Howard
The Missing,Screenwriter,Ken Kaufman
The Missing,Producer,Brian Grazer
The Missing,Producer,Daniel Ostroff
The Missing,Producer,Ron Howard
Star Wars Ep. II: Attack of the Clones,Director,George Lucas
Star Wars Ep. II: Attack of the Clones,Screenwriter,George Lucas
Star Wars Ep. II: Attack of the Clones,Screenwriter,Jonathan Hales
Star Wars Ep. II: Attack of the Clones,Producer,Rick McCallum
Donnie Brasco,Director,Mike Newell
Donnie Brasco,Screenwriter,Paul Attanasio
Donnie Brasco,Producer,Mark Johnson
Donnie Brasco,Producer,Barry Levinson
Donnie Brasco,Producer,Louis DiGiaimo
Donnie Brasco,Producer,Gail Mutrux
Superman II,Director,Richard Donner
Mutual Friends,Director,Matthew Watts
Mutual Friends,Screenwriter,Matthew Watts
Mutual Friends,Screenwriter,Frank Angones
Mutual Friends,Screenwriter,Jessica Sue Burstein
Mutual Friends,Screenwriter,Craig DiFolco
Mutual Friends,Screenwriter,Ross Partridge
Mutual Friends,Screenwriter,Olivia Silver
Mutual Friends,Screenwriter,Amy Higgins
Hero,Director,Stephen Frears
Kill the Messenger,Director,Michael Cuesta
Kill the Messenger,Screenwriter,Peter Landesman
Kill the Messenger,Producer,Scott Stuber
Kill the Messenger,Producer,Jeremy Renner
Kill the Messenger,Producer,Naomi Despres
Eyes Wide Shut,Director,Stanley Kubrick
Eyes Wide Shut,Producer,Stanley Kubrick
Eyes Wide Shut,Screenwriter,Stanley Kubrick
Eyes Wide Shut,Screenwriter,Frederic Raphael
American Psycho,Director,Mary Harron
Night at the Museum,Director,Shawn Levy
Night at the Museum,Producer,Michael Barnathan
Night at the Museum,Producer,Chris Columbus
Night at the Museum,Producer,Bob Ducsay
Night at the Museum,Producer,Shawn Levy
Night at the Museum,Screenwriter,Ben Garant
Night at the Museum,Screenwriter,Thomas Lennon
Celebrity,Director,Woody Allen
Celebrity,Screenwriter,Woody Allen
Celebrity,Producer,Jean Doumanian
Limitless,Director,Neil Burger
Limitless,Screenwriter,Leslie Dixon
Limitless,Producer,Leslie Dixon
Limitless,Producer,Scott Kroopf
Limitless,Producer,Ryan Kavanaugh
Hardball,Director,Brian Robbins
Semi-Pro,Director,Kent Alterman
Semi-Pro,Screenwriter,Scot Armstrong
Semi-Pro,Producer,Jimmy Miller
Total Recall,Director,Len Wiseman
Total Recall,Screenwriter,Kurt Wimmer
Total Recall,Screenwriter,Mark Bomback
Total Recall,Producer,Neal H. Moritz
Total Recall,Producer,Toby Jaffe
Step Up Revolution,Director,Scott Speer
Step Up Revolution,Screenwriter,Amanda Brody
Step Up Revolution,Producer,Adam Shankman
Step Up Revolution,Producer,Jennifer Gibgot
Step Up Revolution,Producer,Patrick Wachsberger
Step Up Revolution,Producer,Erik Feig
Rambo: First Blood Part II,Director,George P. Cosmatos
Rambo: First Blood Part II,Screenwriter,James Cameron
Ice Age: The Meltdown,Director,Carlos Saldanha
Red State,Director,Kevin Smith
Red State,Screenwriter,Kevin Smith
Red State,Producer,Jonathan Gordon
Red State,Producer,Nhaelan McMillan
Sin City: A Dame to Kill For,Director,Frank Miller
Sin City: A Dame to Kill For,Director,Robert Rodriguez
Sin City: A Dame to Kill For,Screenwriter,Frank Miller
Sin City: A Dame to Kill For,Producer,Robert Rodriguez
Sin City: A Dame to Kill For,Producer,Aaron Kaufman
Sin City: A Dame to Kill For,Producer,Stephen L'Heureux
Sin City: A Dame to Kill For,Producer,Sergei Bespalov
Sin City: A Dame to Kill For,Producer,Alexander Rodnyansky
Sin City: A Dame to Kill For,Producer,Mark Manuel
Faithful,Director,Paul Mazursky
Meek's Cutoff,Director,Kelly Reichardt
Meek's Cutoff,Screenwriter,Jon Raymond
Meek's Cutoff,Producer,Elizabeth Cuthrell
Meek's Cutoff,Producer,Neil Kopp
Meek's Cutoff,Producer,Anish Savjani
Meek's Cutoff,Producer,David Urrutia
Dawn of the Planet of the Apes,Director,Matt Reeves
Dawn of the Planet of the Apes,Screenwriter,Mark Bomback
Dawn of the Planet of the Apes,Screenwriter,Rich Jaffa
Dawn of the Planet of the Apes,Screenwriter,Amanda Silver
Dawn of the Planet of the Apes,Producer,Peter Chernin
Dawn of the Planet of the Apes,Producer,Dylan Clark
Dawn of the Planet of the Apes,Producer,Rick Jaffa
Dawn of the Planet of the Apes,Producer,Amanda Silver
Amistad,Director,Steven Spielberg
Amistad,Producer,Steven Spielberg
Amistad,Producer,Debbie Allen
Amistad,Producer,Colin Wilson
Joe Dirt,Director,Dennie Gordon
Sex and the City,Director,Michael Patrick King
Sex and the City,Screenwriter,Michael Patrick King
Sex and the City,Producer,Michael Patrick King
Sex and the City,Producer,Sarah Jessica Parker
Sex and the City,Producer,Darren Star
Sex and the City,Producer,John Melfi
Braindead,Director,Peter Jackson
Back to the Future Part III,Director,Robert Zemeckis
Back to the Future Part III,Producer,Bob Gale
Back to the Future Part III,Producer,Neil Canton
Back to the Future Part III,Screenwriter,Bob Gale
Lions for Lambs,Director,Robert Redford
Lions for Lambs,Screenwriter,Matthew Michael Carnahan
Lions for Lambs,Producer,Robert Redford
Lions for Lambs,Producer,Matthew Michael Carnahan
Lions for Lambs,Producer,Andrew Hauptman
Lions for Lambs,Producer,Tracy Falco
Bound,Director,Andy Wachowski
Bound,Director,Lana Wachowski
Blue Jasmine,Director,Woody Allen
Blue Jasmine,Screenwriter,Woody Allen
Blue Jasmine,Producer,Letty Aronson
Blue Jasmine,Producer,Stephen Tenenbaum
Blue Jasmine,Producer,Edward Walson
Butterfly,Director,Edward E. Romero
Goldeneye,Director,Martin Campbell
Goldeneye,Producer,Michael G. Wilson
Goldeneye,Producer,Barbara Broccoli
Riding in Cars with Boys,Director,Penny Marshall
Riding in Cars with Boys,Producer,James L. Brooks
Riding in Cars with Boys,Producer,Julie Ansell
Riding in Cars with Boys,Producer,Richard Sakai
Riding in Cars with Boys,Producer,Sara Colleton
Riding in Cars with Boys,Producer,Laurence Mark
Riding in Cars with Boys,Screenwriter,Morgan Upton Ward
Big Momma's House,Director,Raja Gosnell
Big Momma's House,Screenwriter,Darryl Quarles
Big Momma's House,Screenwriter,Don Rhymer
Big Momma's House,Producer,David T. Friendly
Big Momma's House,Producer,Michael Green
The Perfect Game,Director,William Dear
The Hurricane,Director,Norman Jewison
House at the End of the Street,Director,Mark Tonderai
House at the End of the Street,Screenwriter,David Loucka
House at the End of the Street,Producer,Aaron Ryder
House at the End of the Street,Producer,Peter Block
House at the End of the Street,Producer,Hal Lieberman
The Devil's Rejects,Director,Rob Zombie
Silverado,Director,Lawrence Kasdan
The Break Up,Director,Peyton Reed
The Break Up,Screenwriter,Jay Lavender
The Break Up,Producer,Vince Vaughn
The Break Up,Producer,Scott Stuber
Agora,Director,Alejandro Amenábar
The Adventures of Sharkboy and Lavagirl in 3-D,Director,Robert Rodriguez
She's the Man,Director,Andy Fickman
She's the Man,Screenwriter,Ewan Leslie
She's the Man,Screenwriter,Karen McCullah Lutz
She's the Man,Screenwriter,Kirsten Smith
She's the Man,Producer,Lauren Shuler Donner
Contraband,Director,Baltasar Kormakur
Contraband,Screenwriter,Aaron Guzikowski
Contraband,Producer,Tim Bevan
Contraband,Producer,Eric Fellner
Contraband,Producer,Baltasar Kormakur
Contraband,Producer,Stephen Levinson
Contraband,Producer,Mark Wahlberg
Bringing Down the House,Director,Adam Shankman
Bringing Down the House,Screenwriter,Jason Filardi
Bringing Down the House,Producer,David Hoberman
The Master,Director,Paul Thomas Anderson
The Master,Screenwriter,Paul Thomas Anderson
The Master,Producer,Joanne Seller
The Master,Producer,Daniel Lupi
The Master,Producer,Paul Thomas Anderson
The Master,Producer,Megan Ellison
Dr. No,Director,Terence Young
Dr. No,Producer,Harry Saltzman
Dr. No,Producer,Albert R. Broccoli
Dr. No,Screenwriter,Richard Maibaum
Dr. No,Screenwriter,Johanna Harwood
Dr. No,Screenwriter,Berkely Mather
New in Town,Director,Jonas Elmer
Unbreakable,Director,M. Night Shyamalan
Unbreakable,Screenwriter,M. Night Shyamalan
Unbreakable,Producer,M. Night Shyamalan
Unbreakable,Producer,Barry Mendel
Unbreakable,Producer,Sam Mercer
The Impossible,Director,Juan Antonio Bayona
The Impossible,Screenwriter,Sergio G. Sanchez
The Impossible,Producer,Belen Atienza
The Impossible,Producer,Alvaro Augustin
The Impossible,Producer,Enrique Lopez Lavigne
The Impossible,Producer,Ghislan Barrois
Hannibal,Director,Ridley Scott
Hannibal,Screenwriter,David Mamet
Hannibal,Producer,Dino De Laurentiis
Hannibal,Producer,Martha De Laurentiis
Hannibal,Producer,Ridley Scott
Arthur Christmas,Director,Sarah Smith
Arthur Christmas,Screenwriter,Sarah Smith
Arthur Christmas,Producer,Peter Lord
Arthur Christmas,Producer,David Sproxton
Arthur Christmas,Screenwriter,Peter Baynham
Arthur Christmas,Producer,Carla Shelley
Arthur Christmas,Producer,Steve Pegram
The Fountain,Director,Darren Aronofsky
Raiders of the Lost Ark,Director,Steven Spielberg
Raiders of the Lost Ark,Producer,Frank Marshall
Raiders of the Lost Ark,Screenwriter,Lawrence Kasdan
Wall Street,Director,Oliver Stone
What to Expect When You're Expecting,Director,Kirk Jones
What to Expect When You're Expecting,Screenwriter,Shauna Cross
What to Expect When You're Expecting,Screenwriter,Heather Hach
What to Expect When You're Expecting,Producer,Mike Medavoy
What to Expect When You're Expecting,Producer,Arnold W. Messer
What to Expect When You're Expecting,Producer,David Thwaites
Parker,Director,Taylor Hackford
Parker,Screenwriter,John McLaughlin
Parker,Producer,Les Alexander
Parker,Producer,Steven Chasman
Parker,Producer,Sidney Kimmel
Parker,Producer,Jonathan Mitchell
Parker,Producer,Taylor Hackford
Fever Pitch,Producer,Alan Greenspan
Fever Pitch,Producer,Amanda Posey
Fever Pitch,Producer,Gil Netter
Fever Pitch,Producer,Drew Barrymore
Fever Pitch,Producer,Nancy Juvonen
Fever Pitch,Producer,Bradley Thomas
Fever Pitch,Director,Peter Farrelly
Fever Pitch,Director,Bobby Farrelly
Fever Pitch,Screenwriter,Lowell Ganz
Fever Pitch,Screenwriter,Babaloo Mandel
Daddy Day Camp,Screenwriter,J. David Stem
The Brothers McMullen,Director,Edward Burns
Torn Curtain,Director,Alfred Hitchcock
The End of the Affair,Director,Neil Jordan
G.I. Joe: Retaliation,Director,Jon M. Chu
G.I. Joe: Retaliation,Producer,Jon M. Chu
G.I. Joe: Retaliation,Producer,Lorenzo di Bonaventura
G.I. Joe: Retaliation,Screenwriter,Rhett Reese
G.I. Joe: Retaliation,Screenwriter,Paul Wernick
Volver,Director,Pedro Almodovar
This is the End,Director,Seth Rogen
This is the End,Director,Evan Goldberg
This is the End,Producer,Seth Rogen
This is the End,Producer,Evan Goldberg
This is the End,Producer,James Weaver
This is the End,Screenwriter,Seth Rogen
This is the End,Screenwriter,Evan Goldberg
You Don't Mess With the Zohan,Director,Dennis Dugan
You Don't Mess With the Zohan,Screenwriter,Adam Sandler
You Don't Mess With the Zohan,Screenwriter,Robert Smigel
You Don't Mess With the Zohan,Screenwriter,Judd Apatow
You Don't Mess With the Zohan,Producer,Adam Sandler
You Don't Mess With the Zohan,Producer,Jack Giarraputo
The Machinist,Director,Brad Anderson
Looper,Director,Rian Johnson
Looper,Screenwriter,Rian Johnson
Looper,Producer,Ram Bergman
Looper,Producer,James D. Stern
Going the Distance,Director,Nanette Burstein
Going the Distance,Screenwriter,Geoff LuTulippe
Going the Distance,Producer,Adam Shankman
Going the Distance,Producer,Jennifer Gibgot
Going the Distance,Producer,Garrett Grant
The Bourne Identity,Director,Doug Liman
The Bourne Identity,Screenwriter,Tony Gilroy
The Bourne Identity,Screenwriter,William Blake Herron
The Bourne Identity,Producer,Doug Liman
The Bourne Identity,Producer,Patrick Crowley
The Bourne Identity,Producer,Richard N. Gladstein
The Other Dream Team,Director,Marius Markevicius
The Other Dream Team,Screenwriter,Marius Markevicius
The Other Dream Team,Producer,Marius Markevicius
The Other Dream Team,Producer,Jon Weinbach
Jack Ryan: Shadow Recruit,Director,Kenneth Branagh
Jack Ryan: Shadow Recruit,Screenwriter,Adam Cozad
Jack Ryan: Shadow Recruit,Screenwriter,David Koepp
Jack Ryan: Shadow Recruit,Producer,Lorenzo di Bonaventura
Jack Ryan: Shadow Recruit,Producer,Mace Neufeld
Jack Ryan: Shadow Recruit,Producer,David Barron
Jack Ryan: Shadow Recruit,Producer,Mark Vahradian
Glengarry Glen Ross,Director,James Foley
Unforgettable,Director,John Dahl
Gods and Monsters,Director,Bill Condon
Four Rooms,Screenwriter,Quentin Tarantino
Four Rooms,Director,Robert Rodriguez
Four Rooms,Director,Quentin Tarantino
Dolphin Tale,Director,Charles Martin Smith
Dolphin Tale,Screenwriter,Karen Janszen
Dolphin Tale,Screenwriter,Noam Dromi
Dolphin Tale,Producer,Andrew A. Kosove
Dolphin Tale,Producer,Broderick Johnson
Dolphin Tale,Producer,Richard Ingber
28 Days,Director,Betty Thomas
Non-Stop,Director,Jaume Collet-Serra
Non-Stop,Screenwriter,Christopher Roach
Non-Stop,Screenwriter,John W. Richardson
Non-Stop,Screenwriter,Ryan Engle
Non-Stop,Producer,Andrew Rona
Non-Stop,Producer,Joel Silver
Non-Stop,Producer,Alex Heineman
Water for Elephants,Producer,Gil Netter
Water for Elephants,Producer,Erwin Stoff
Water for Elephants,Producer,Andrew R. Tennenbaum
Water for Elephants,Director,Francis Lawrence
Water for Elephants,Screenwriter,Richard LaGravenese
2046,Director,Wong Kar-wai
Casino Jack,Producer,Gary Howsam
Casino Jack,Producer,Bill Marks
Casino Jack,Producer,George Zakk
Casino Jack,Director,George Hickenlooper
Casino Jack,Screenwriter,Norman Snider
102 Dalmatians,Director,Kevin Lima
The Outsiders,Director,Francis Ford Coppola
The Outsiders,Screenwriter,Kathleen Knutsen Rowell
The Outsiders,Producer,Fred Roos
The Outsiders,Producer,Gary Frederickson
Supercross,Director,Steve Boyum
The Man,Director,Les Mayfield
The Man,Screenwriter,Jim Piddock
The Man,Screenwriter,Margaret Oberman
The Man,Screenwriter,Steve Carpenter
The Man,Producer,Rob Fried
Madea Goes To Jail,Director,Tyler Perry
Madea Goes To Jail,Screenwriter,Tyler Perry
Madea Goes To Jail,Producer,Tyler Perry
Madea Goes To Jail,Producer,Reuben Cannon
Sweet Home Alabama,Director,Andy Tennant
Sweet Home Alabama,Screenwriter,C. Jay Cox
Sweet Home Alabama,Producer,Neal H. Moritz
Sweet Home Alabama,Producer,Stokey Chaffin
"Lock, Stock and Two Smoking Barrels",Director,Guy Ritchie
One True Thing,Director,Carl Franklin
Babel,Director,Alejandro Gonzalez Inarritu
Babel,Screenwriter,Guillermo Arriaga
Babel,Producer,Alejandro Gonzalez Inarritu
Babel,Producer,Jon Kilik
Babel,Producer,Steve Golin
Legend of the Guardians: The Owls of Ga'Hoole 3D,Producer,Zareh Nalbandian
Legend of the Guardians: The Owls of Ga'Hoole 3D,Director,Zack Snyder
Legend of the Guardians: The Owls of Ga'Hoole 3D,Screenwriter,John Orloff
Legend of the Guardians: The Owls of Ga'Hoole 3D,Screenwriter,Emil Stern
The Heat,Director,Paul Feig
The Heat,Screenwriter,Katie Dippold
The Heat,Producer,Peter Chernin
The Heat,Producer,Jenno Topping
Nine 1-2 Weeks,Director,Adrian Lyne
Seven Pounds,Director,Gabriele Muccino
Seven Pounds,Screenwriter,Grant Nieporte
Seven Pounds,Producer,Todd Black
Seven Pounds,Producer,James Lassiter
Seven Pounds,Producer,Jason Blumenthal
Seven Pounds,Producer,Steve Tisch
Seven Pounds,Producer,Will Smith
Free Birds,Director,Jimmy Hayward
Free Birds,Screenwriter,Scott Mosier
Free Birds,Screenwriter,Jimmy Hayward
Free Birds,Producer,Scott Mosier
Conspiracy Theory,Director,Richard Donner
Playing for Keeps,Director,Gabriele Muccino
Tyler Perry's Madea's Witness Protection,Director,Tyler Perry
Tyler Perry's Madea's Witness Protection,Screenwriter,Tyler Perry
Tyler Perry's Madea's Witness Protection,Producer,Tyler Perry
Tyler Perry's Madea's Witness Protection,Producer,Ozzie Areu
Tyler Perry's Madea's Witness Protection,Producer,Paul Hall
Hook,Director,Steven Spielberg
Hook,Screenwriter,Malia Scotch Marmo
Hook,Screenwriter,Jim V. Hart
Hook,Producer,Gerald R. Molen
Hook,Producer,Kathleen Kennedy
Hook,Producer,Frank Marshall
The American,Director,Anton Corbijn
The American,Screenwriter,Rowan Joffe
The American,Producer,Anne Carey
The American,Producer,Jill Green
The American,Producer,Ann Wingate
The American,Producer,Grant Heslov
The American,Producer,George Clooney
Diner,Director,Barry Levinson
Star Trek Into Darkness,Director,J.J. Abrams
Star Trek Into Darkness,Screenwriter,Roberto Orci
Star Trek Into Darkness,Screenwriter,Alex Kurtzman
Star Trek Into Darkness,Screenwriter,Damon Lindelof
Star Trek Into Darkness,Producer,J.J. Abrams
Star Trek Into Darkness,Producer,Bryan Burk
Star Trek Into Darkness,Producer,Damon Lindelof
Star Trek Into Darkness,Producer,Alex Kurtzman
Star Trek Into Darkness,Producer,Roberto Orci
Stripes,Director,Ivan Reitman
"The Twilight Saga: Breaking Dawn, Part 1",Director,Bill Condon
"The Twilight Saga: Breaking Dawn, Part 1",Screenwriter,Melissa Rosenberg
"The Twilight Saga: Breaking Dawn, Part 1",Producer,Wyck Godfrey
"The Twilight Saga: Breaking Dawn, Part 1",Producer,Karen Rosenfelt
"The Twilight Saga: Breaking Dawn, Part 1",Producer,Stephenie Meyer
About Schmidt,Director,Alexander Payne
3:10 to Yuma,Director,James Mangold
3:10 to Yuma,Producer,Cathy Konrad
3:10 to Yuma,Screenwriter,Halsted Welles
3:10 to Yuma,Screenwriter,Michael Brandt
3:10 to Yuma,Screenwriter,Derek Haas
Riddick,Director,David Twohy
Riddick,Screenwriter,David Twohy
Riddick,Producer,Vin Diesel
Riddick,Producer,Ted Field
The Conversation,Director,Francis Ford Coppola
From Dusk Till Dawn,Screenwriter,Quentin Tarantino
From Dusk Till Dawn,Director,Robert Rodriguez
Monster,Director,Patty Jenkins
N-Secure,Producer,Valerie Enloe
N-Secure,Producer,Bryce Southard
N-Secure,Director,David M. Matthews
