Movie Name,Critical Label,Critic Rating,Audience Label,Audience Rating
Deuce Bigalow: European Gigolo,Rotten,9%,Spilled,34%
The Limey,Certified Fresh,93%,Upright,79%
Grandma's Boy,Rotten,18%,Upright,86%
Planes: Fire and Rescue,Rotten,44%,Upright,61%
Undercover Brother,Certified Fresh,77%,Upright,64%
Girl 6,Rotten,33%,Spilled,38%
The Pacifier,Rotten,20%,Spilled,59%
Hop,Rotten,25%,Spilled,53%
The Longshots,Rotten,40%,Upright,61%
The November Man,Rotten,36%,Upright,61%
Pi,Certified Fresh,87%,Upright,85%
Predators,Fresh,64%,Spilled,51%
Jack the Giant Slayer,Rotten,52%,Spilled,55%
Passchendaele,Rotten,36%,Spilled,57%
3 Men and a Baby,Fresh,74%,Spilled,47%
Niagara,Fresh,82%,Upright,68%
Eragon,Rotten,16%,Spilled,47%
The Tuxedo,Rotten,22%,Spilled,30%
You Don't Mess With the Zohan,Rotten,37%,Spilled,45%
Arlington Road,Fresh,62%,Upright,75%
Urban Legend,Rotten,20%,Spilled,37%
Stuart Little,Fresh,66%,Spilled,41%
"Happy, Texas",Certified Fresh,81%,Spilled,55%
Ararat,Rotten,55%,Upright,71%
The Imaginarium of Doctor Parnassus,Fresh,64%,Upright,60%
Obsessed,Rotten,19%,Spilled,46%
Dragonfly,Rotten,7%,Upright,63%
Barbershop 2: Back in Business,Fresh,68%,Spilled,48%
The World's Fastest Indian,Certified Fresh,82%,Upright,90%
Jarhead,Fresh,61%,Upright,68%
I Know What You Did Last Summer,Rotten,36%,Spilled,41%
House at the End of the Street,Rotten,10%,Spilled,42%
Eight Legged Freaks,Rotten,48%,Spilled,32%
Queen of the Damned,Rotten,17%,Upright,67%
The Rocky Horror Picture Show,Fresh,78%,Upright,86%
Iron Man 2,Certified Fresh,73%,Upright,73%
Frequency,Certified Fresh,70%,Upright,81%
Shichinin no samurai,Certified Fresh,100%,Upright,97%
The Eye,Rotten,22%,Spilled,44%
The Last Emperor,Certified Fresh,91%,Upright,88%
The Saint,Rotten,30%,Upright,64%
Due Date,Rotten,40%,Spilled,52%
Texas Rangers,Rotten,2%,Spilled,29%
How to Lose a Guy in 10 Days,Rotten,42%,Upright,78%
The Mirror Has Two Faces,Rotten,53%,Upright,73%
Just Visiting,Rotten,33%,Spilled,53%
Trust the Man,Rotten,27%,Spilled,35%
Death Race,Rotten,43%,Upright,61%
A Dangerous Method,Certified Fresh,77%,Spilled,50%
The Boat That Rocked,Fresh,61%,Upright,71%
Los Cronocrímenes,Certified Fresh,87%,Upright,79%
The Man Who Knew Too Little,Rotten,42%,Upright,70%
Hard Candy,Fresh,68%,Upright,78%
The Guilt Trip,Rotten,38%,Spilled,39%
Stop-Loss,Fresh,65%,Spilled,26%
"Good Night, and Good Luck",Certified Fresh,93%,Upright,83%
Love Jones,Fresh,67%,Upright,97%
Major Dundee,Fresh,97%,Upright,67%
Being John Malkovich,Certified Fresh,93%,Upright,87%
About Schmidt,Certified Fresh,85%,Upright,74%
Harold & Kumar Escape from Guantanamo Bay,Rotten,53%,Upright,60%
Luminarias,Fresh,67%,Upright,67%
The Molly Maguires,Fresh,89%,Upright,64%
Saw,Rotten,36%,Spilled,59%
The Expendables 2,Fresh,65%,Upright,67%
"Mystery, Alaska",Rotten,38%,Upright,67%
The Specialist,Rotten,4%,Spilled,29%
Dancer in the Dark,Fresh,68%,Upright,91%
The Spy Who Loved Me,Certified Fresh,78%,Upright,76%
Shrek Forever After,Rotten,58%,Spilled,54%
How to Train Your Dragon,Certified Fresh,98%,Upright,91%
The Conspirator,Rotten,55%,Upright,62%
2 Fast 2 Furious,Rotten,36%,Spilled,50%
Joe Somebody,Rotten,21%,Spilled,27%
Skyfall,Certified Fresh,92%,Upright,86%
The Long Kiss Goodnight,Fresh,67%,Upright,71%
Sinister,Fresh,63%,Upright,61%
"Charge of the Light Brigade, The",Fresh,83%,Upright,61%
Thirteen Ghosts,Rotten,14%,Spilled,49%
State of Play,Certified Fresh,84%,Upright,73%
At First Sight,Rotten,32%,Spilled,46%
The Help,Certified Fresh,76%,Upright,89%
The Kings Speech,Certified Fresh,94%,Upright,92%
Caddyshack,Fresh,76%,Upright,88%
The Contender,Certified Fresh,76%,Upright,73%
Four Brothers,Rotten,52%,Upright,81%
The Client,Fresh,80%,Upright,69%
Back to the Future,Certified Fresh,96%,Upright,94%
Monte Carlo,Rotten,38%,Spilled,49%
The Nutty Professor,Fresh,65%,Spilled,44%
Trust,Certified Fresh,78%,Upright,65%
Clay Pigeons,Fresh,63%,Upright,67%
Juwanna Mann,Rotten,10%,Spilled,38%
The Dirties,Fresh,77%,Upright,75%
Lake of Fire,Certified Fresh,93%,Upright,91%
Traffic,Certified Fresh,92%,Upright,85%
The Postman,Rotten,9%,Spilled,49%
Class of 1984,Fresh,60%,Upright,67%
Win a Date with Tad Hamilton!,Rotten,53%,Spilled,47%
Anaconda,Rotten,38%,Spilled,24%
Superbad,Certified Fresh,88%,Upright,87%
The New Guy,Rotten,7%,Spilled,54%
Leap Year,Rotten,21%,Spilled,47%
Eight Below,Certified Fresh,72%,Upright,79%
Jackass 3D,Fresh,64%,Upright,70%
My Big Fat Greek Wedding,Certified Fresh,76%,Upright,73%
Soul Food,Certified Fresh,80%,Upright,86%
Léon,Certified Fresh,71%,Upright,95%
Splash,Fresh,92%,Spilled,58%
Yesterday Was a Lie,Fresh,83%,Upright,83%
Platoon,Certified Fresh,88%,Upright,93%
It Happened One Night,Certified Fresh,98%,Upright,94%
The Spy Next Door,Rotten,12%,Spilled,40%
The Notebook,Rotten,52%,Upright,85%
The Singles Ward,Rotten,50%,Upright,73%
One True Thing,Certified Fresh,89%,Upright,71%
The Last Legion,Rotten,16%,Spilled,34%
Waitress,Certified Fresh,89%,Upright,74%
Max Payne,Rotten,16%,Spilled,30%
Déjà Vu,Rotten,55%,Upright,73%
Nowhere in Africa,Certified Fresh,85%,Upright,88%
The Monuments Men,Rotten,32%,Spilled,45%
Jumper,Rotten,16%,Spilled,44%
Leaving Las Vegas,Certified Fresh,89%,Upright,85%
War Games,Certified Fresh,92%,Upright,75%
Tsotsi,Certified Fresh,82%,Upright,86%
Righteous Kill,Rotten,19%,Spilled,38%
Grace Unplugged,Rotten,50%,Upright,81%
Marci X,Rotten,9%,Spilled,28%
"As Above, So Below",Rotten,28%,Spilled,44%
The Family Man,Rotten,53%,Upright,67%
Wag the Dog,Certified Fresh,85%,Upright,77%
Space Cowboys,Certified Fresh,78%,Spilled,52%
The Hangover,Certified Fresh,79%,Upright,84%
Miss Congeniality,Rotten,42%,Upright,69%
Good Morning Vietnam,Fresh,89%,Upright,81%
Idlewild,Rotten,48%,Upright,66%
Hotel Rwanda,Certified Fresh,90%,Upright,94%
Aquamarine,Rotten,51%,Upright,61%
Galaxy Quest,Certified Fresh,89%,Upright,78%
Running Scared,Rotten,40%,Upright,80%
The Bourne Legacy,Rotten,55%,Spilled,59%
Random Hearts,Rotten,15%,Spilled,24%
The Trouble With Harry,Fresh,90%,Upright,74%
Sisterhood of the Traveling Pants,Certified Fresh,77%,Upright,78%
Spy Kids: All the Time in the World,Rotten,22%,Spilled,38%
The Astronaut Farmer,Rotten,57%,Spilled,50%
Jackpot,Rotten,29%,Spilled,43%
Smoke Signals,Fresh,86%,Upright,82%
Moonrise Kingdom,Certified Fresh,94%,Upright,86%
The Fault in Our Stars,Certified Fresh,80%,Upright,88%
Night at the Museum: Battle of the Smithsonian,Rotten,44%,Spilled,47%
Everything You Always Wanted to Know,Fresh,89%,Upright,70%
Serial Mom,Fresh,60%,Upright,72%
Point Blank,Fresh,97%,Upright,85%
Her,Rotten,42%,Upright,76%
La mariée était en noir ,Fresh,80%,Upright,80%
Crocodile Dundee in Los Angeles,Rotten,11%,Spilled,25%
Among Giants,Fresh,60%,Spilled,36%
The Lord of the Rings: The Fellowship of the Ring,Certified Fresh,91%,Upright,95%
Kiss the Bride,Rotten,29%,Spilled,43%
The Station Agent,Certified Fresh,95%,Upright,90%
Tomcats,Rotten,15%,Spilled,42%
Superman III,Rotten,26%,Spilled,24%
The Majestic,Rotten,42%,Upright,61%
The Punisher,Rotten,29%,Upright,64%
Chasing Liberty,Rotten,19%,Upright,61%
Eureka,Certified Fresh,90%,Upright,92%
Halloween 2,Rotten,20%,Spilled,45%
Brainstorm,Fresh,63%,Spilled,58%
Shaolin Soccer,Certified Fresh,91%,Upright,84%
Piranha 3D,Certified Fresh,73%,Spilled,44%
Cat on a Hot Tin Roof,Fresh,97%,Upright,93%
The Whole Nine Yards,Rotten,45%,Upright,65%
Erin Brockovich,Certified Fresh,84%,Upright,80%
Blue Streak,Rotten,36%,Upright,65%
The Blues Brothers,Certified Fresh,87%,Upright,93%
Red Riding Hood,Rotten,10%,Spilled,39%
Paranormal Activity: The Marked Ones,Rotten,38%,Spilled,37%
The Singing Detective,Rotten,39%,Spilled,41%
The Artist,Certified Fresh,98%,Upright,88%
A Lot Like Love,Rotten,41%,Upright,78%
"Peace, Propaganda and the Promised Land",Fresh,64%,Upright,95%
Rachel Getting Married,Certified Fresh,85%,Upright,62%
I am Love,Certified Fresh,80%,Upright,67%
Porky's,Rotten,30%,Spilled,58%
Shrek,Certified Fresh,88%,Upright,90%
Per qualche dollaro in più,Fresh,94%,Upright,94%
Whipped,Rotten,13%,Spilled,32%
Machete Kills,Rotten,29%,Spilled,36%
Broken Arrow,Rotten,53%,Spilled,45%
Blow,Rotten,55%,Upright,87%
Radio Days,Fresh,88%,Upright,84%
Army of Darkness,Fresh,70%,Upright,87%
The Pallbearer,Rotten,42%,Spilled,17%
Mouse Hunt,Rotten,43%,Spilled,48%
Extremely Loud and Incredibly Close,Rotten,46%,Upright,62%
Cadillac Records,Fresh,67%,Upright,65%
Two Brothers,Certified Fresh,78%,Upright,76%
The Open Road,Rotten,29%,Spilled,25%
Jimmy Neutron: Boy Genius,Certified Fresh,75%,Spilled,51%
Inspector Gadget,Rotten,21%,Spilled,18%
Owning Mahowny,Certified Fresh,79%,Upright,75%
Jack,Rotten,17%,Spilled,50%
54,Rotten,13%,Spilled,44%
I Spit on Your Grave,Rotten,34%,Spilled,48%
Goldeneye,Certified Fresh,82%,Upright,83%
Festen,Fresh,92%,Upright,95%
Spy Kids 3-D: Game Over,Rotten,45%,Spilled,24%
Surf's Up,Certified Fresh,78%,Upright,70%
Groundhog Day,Certified Fresh,97%,Upright,87%
Bedazzled,Rotten,49%,Spilled,43%
Desperado,Fresh,62%,Upright,80%
Happiness,Certified Fresh,85%,Upright,89%
Pinocchio,Rotten,0%,Spilled,32%
El secreto de sus ojos,Certified Fresh,91%,Upright,93%
McHale's Navy,Rotten,3%,Spilled,37%
Spirit: Stallion of the Cimarron,Fresh,69%,Upright,76%
A Scanner Darkly,Fresh,69%,Upright,74%
300: Rise of an Empire,Rotten,42%,Spilled,54%
Easy A,Certified Fresh,85%,Upright,77%
Tombstone,Certified Fresh,73%,Upright,94%
Chuck&Buck,Certified Fresh,85%,Upright,65%
Sling Blade,Certified Fresh,96%,Upright,93%
Young Adult,Certified Fresh,80%,Spilled,49%
The Pirates Who Don't Do Anything: A VeggieTales Movie,Rotten,39%,Upright,61%
Anchorman: The Legend of Ron Burgundy,Fresh,66%,Upright,86%
Barnyard: The Original Party Animals,Rotten,22%,Spilled,53%
Rise of the Planet of the Apes,Certified Fresh,82%,Upright,77%
The English Patient,Certified Fresh,83%,Upright,84%
Red Tails,Rotten,40%,Spilled,58%
Over the Hedge,Certified Fresh,75%,Upright,71%
Stand by Me,Certified Fresh,91%,Upright,95%
Mrs. Doubtfire,Fresh,71%,Upright,76%
Y Tu Mamá También,Certified Fresh,91%,Upright,88%
Puss in Boots,Certified Fresh,84%,Upright,68%
Henry V,Fresh,100%,Upright,90%
The In Crowd,Rotten,2%,Spilled,37%
Big Momma's House,Rotten,30%,Spilled,57%
Dream With The Fishes,Fresh,60%,Upright,87%
Warm Bodies,Certified Fresh,80%,Upright,73%
The Broadway Melody,Rotten,35%,Spilled,22%
Stuck On You,Fresh,60%,Spilled,35%
Winged Migration,Certified Fresh,96%,Upright,86%
The Wind That Shakes the Barley,Certified Fresh,88%,Upright,87%
Adoration,Certified Fresh,61%,Spilled,50%
Centurion,Rotten,59%,Spilled,43%
21 Grams,Certified Fresh,80%,Upright,86%
Tanner Hall,Rotten,12%,Spilled,27%
Shattered Glass,Certified Fresh,91%,Upright,79%
Detention,Rotten,38%,Spilled,45%
Cold Mountain,Fresh,71%,Upright,77%
Species,Rotten,35%,Spilled,31%
An Everlasting Piece,Rotten,48%,Upright,78%
The Purge,Rotten,38%,Spilled,37%
Baghead,Certified Fresh,78%,Spilled,48%
Bangkok Dangerous,Rotten,9%,Spilled,26%
Frozen,Certified Fresh,89%,Upright,87%
Never Again,Rotten,31%,Upright,66%
Hannah Montana-Miley Cyrus: Best of Both Worlds Concert Tour,Fresh,72%,Upright,69%
They Live,Certified Fresh,83%,Upright,79%
Sabotage,Rotten,19%,Spilled,38%
Gosford Park,Certified Fresh,86%,Upright,78%
Save the Last Dance,Rotten,53%,Spilled,59%
Bram Stoker's Dracula,Certified Fresh,79%,Upright,80%
Black Rock,Rotten,48%,Spilled,24%
Jerry Maguire,Certified Fresh,85%,Upright,79%
Inside Llewyn Davis,Certified Fresh,94%,Upright,73%
Fame,Rotten,25%,Spilled,36%
Money Train,Rotten,22%,Spilled,29%
Zodiac,Certified Fresh,89%,Upright,76%
Inside Deep Throat,Certified Fresh,83%,Upright,67%
"Crouching Tiger, Hidden Dragon",Certified Fresh,97%,Upright,86%
After the Sunset,Rotten,18%,Spilled,52%
The Statement,Rotten,24%,Spilled,35%
Happily N'Ever After,Rotten,4%,Spilled,34%
The Woman in Black,Fresh,66%,Spilled,55%
X-Men: Days of Future Past,Certified Fresh,91%,Upright,93%
