Movie Name,Release Date,Genre,Budget,Gross,RT Critic Label,RT Critic Rating,RT Audience Label,RT Audience Rating,IMDB Rating,Directors,Producers,Sreenwriters,Actors
Broken City, 2013/1/18,Thriller/Suspense,35000000.0,19701164.0,Rotten,28%,Spilled,41%,6.2,Allen Hughes,Randall Emmett|Mark Wahlberg|Steve Levinson|Arnon Milchan|Teddy Schwartzman|Allen Hughes|Remington Chase,Brian Tucker,Mark Wahlberg|Russell Crowe|Catherine Zeta-Jones|Jeffrey Wright|Barry Pepper
The Big Lebowski, 1998/3/6,Comedy,15000000.0,17498804.0,Certified Fresh,80%,Upright,94%,8.2,Joel Coen,Ethan Coen,Ethan Coen|Joel Coen,Jeff Bridges|John Goodman|Julianne Moore|Steve Buscemi|John Turturro
Take Me Home Tonight, 2011/3/4,Comedy,19000000.0,6928068.0,Rotten,28%,Spilled,42%,6.4,Michael Dowse,Ryan Kavanaugh|Jim Whitaker|Sarah Bowen,Michael Dowse|Jackie Filgo|Jeff Filgo,Topher Grace|Anna Faris|Dan Fogler|Teresa Palmer|Chris Pratt
Thank You For Smoking, 2006/3/17,Black Comedy,7500000.0,24793509.0,Certified Fresh,86%,Upright,87%,7.6,Jason Reitman,David O. Sacks,Jason Reitman,Aaron Eckhart|Maria Bello|Cameron Bright|Adam Brody|Rob Lowe
X2, 2003/5/2,Action,125000000.0,214949694.0,Certified Fresh,87%,Upright,85%,7.5,Bryan Singer,Lauren Shuler Donner|Ralph Winter,Michael Dougherty|Dan Harris|Zak Penn,Patrick Stewart|Hugh Jackman|Ian McKellen|Halle Berry|Famke Janssen
Another Happy Day, 2011/11/18,Drama,4000000.0,9120.0,Rotten,45%,Spilled,43%,6.0,Sam Levinson,Celine Rattray|Ellen Barkin|Pamela Lynn Fielder|Johnny Lin|Michael Nardelli|Salli Newman|Todd Traina,Sam Levinson,Ellen Barkin|Ezra Miller|Ellen Burstyn|Demi Moore|Thomas Haden Church
Before Midnight, 2013/5/24,Drama,3000000.0,8110621.0,Certified Fresh,98%,Upright,82%,8.0,Richard Linklater,Richard Linklater|Christos V. Konstantakopoulos|Sara Woodhatch,Richard Linklater|Julie Delpy|Ethan Hawke,Ethan Hawke|Julie Delpy
Sanctum, 2011/2/4,Adventure,30000000.0,23209310.0,Rotten,30%,Spilled,38%,5.9,Alister Grierson,Andrew Wight,John Garvin|Andrew Wight,Richard Roxburgh|Ioan Gruffudd|Rhys Wakefield|Alice Parkinson|Daniel Wyllie
The Tree of Life, 2011/5/27,Drama,35000000.0,13305665.0,Certified Fresh,84%,Upright,60%,6.7,Terrence Malick,Bill Pohlad|Sarah Green|Brad Pitt|Dede Gardner|Grant Hill,Terrence Malick,Brad Pitt|Sean Penn|Jessica Chastain|Fiona Shaw|Irene Bedard
Arthur Christmas, 2011/11/23,Adventure,85000000.0,46462469.0,Certified Fresh,91%,Upright,76%,7.1,Sarah Smith,Peter Lord|David Sproxton|Carla Shelley|Steve Pegram,Sarah Smith|Peter Baynham,James McAvoy|Hugh Laurie|Jim Broadbent|Bill Nighy|Imelda Staunton
The Loved Ones, 2012/6/1,Horror,4000000.0,0.0,Fresh,98%,Upright,74%,6.7,Sean Byrne,Mark Lazarus|Michael Boughen,Sean Byrne,Xavier Samuel|Robin McLeavy|John Brumpton|Richard Wilson|Victoria Thaine
America's Sweethearts, 2001/7/20,Romantic Comedy,46000000.0,93607673.0,Rotten,31%,Spilled,40%,5.7,Joe Roth,Susan Arnold|Donna Arkoff Roth|Billy Crystal,Billy Crystal|Peter Tolan,Julia Roberts|Billy Crystal|Catherine Zeta-Jones|John Cusack|Hank Azaria
X-Men: Days of Future Past, 2014/5/23,Action,200000000.0,233783836.0,Certified Fresh,91%,Upright,93%,8.3,Bryan Singer,Lauren Shuler Donner|Hutch Parker|Simon Kinberg,Simon Kinberg,Hugh Jackman|James McAvoy|Michael Fassbender|Patrick Stewart|Jennifer Lawrence
Jerry Maguire, 1996/12/13,Romantic Comedy,50000000.0,153952592.0,Certified Fresh,85%,Upright,79%,7.3,Cameron Crowe,James L. Brooks|Richard Sakai|Laurence Mark|Cameron Crowe,Cameron Crowe,"Tom Cruise|Cuba Gooding, Jr.|Renée Zellweger|Kelly Preston|Jerry O'Connell"
Albert Nobbs, 2011/12/21,Drama,7500000.0,3014696.0,Rotten,56%,Spilled,48%,6.7,Rodrigo Garcia,Bonnie Curtis|Julie Lynn|Allan Moloney,Glenn Close|Gabriella Prekop|John Banville,Glenn Close|Aaron Johnson|Mia Wasikowska|Brendan Gleeson|Janet McTeer
Parental Guidance, 2012/12/25,Comedy,25000000.0,77267296.0,Rotten,18%,Upright,60%,6.0,Andy Fickman,Billy Crystal|Peter Chernin|Dylan Clark,Lisa Addario|Joe Syracuse,Billy Crystal|Bette Midler|Marisa Tomei|Tom Everett Scott|Bailee Madison
Master and Commander: The Far Side of the World, 2003/11/14,Adventure,135000000.0,93926386.0,Certified Fresh,85%,Upright,80%,7.4,Peter Weir,"Samuel Goldwyn, Jr.|Peter Weir|Duncan Henderson",Peter Weir|John Collee,Russell Crowe|Paul Bettany|Billy Boyd|James D'Arcy|Edward Woodall
Snow Falling on Cedars, 1999/12/24,Drama,36000000.0,14378353.0,Rotten,40%,Upright,68%,6.8,Scott Hicks,Kathleen Kennedy|Frank Marshall|Harry J. Ufland|Ron Bass,Ron Bass|Scott Hicks,Ethan Hawke|James Cromwell|Richard Jenkins|Youki Kudoh|James Rebhorn
Waterworld, 1995/7/28,Action,175000000.0,88246220.0,Rotten,43%,Spilled,43%,6.0,Kevin Reynolds,Charles Gordon|John Davis|Kevin Costner,Peter Rader|David Twohy,Kevin Costner|Dennis Hopper|Jeanne Tripplehorn|Tina Majorino|Michael Jeter
Just Like Heaven, 2005/9/16,Romantic Comedy,58000000.0,48318130.0,Rotten,56%,Upright,75%,6.7,Mark Waters,Laurie MacDonald|Walter F. Parkes,Peter Tolan|Leslie Dixon,Reese Witherspoon|Mark Ruffalo|Donal Logue|Dina Waters|Ben Shenkman
Click, 2006/6/23,Comedy,82500000.0,137355633.0,Rotten,32%,Upright,67%,6.4,Frank Coraci,Adam Sandler|Jack Giarraputo|Neal H. Moritz|Steve Koren|Mark O Keefe,Steve Koren|Mark O Keefe,Adam Sandler|Kate Beckinsale|Christopher Walken|Henry Winkler|David Hasselhoff
Gladiator, 2000/5/5,Action,103000000.0,187683805.0,Certified Fresh,76%,Upright,87%,8.5,Ridley Scott,Douglas Wick|David Franzoni|Branko Lustig,David Franzoni|John Logan|William Nicholson,Russell Crowe|Joaquin Phoenix|Connie Nielsen|Oliver Reed|Derek Jacobi
Sex and the City, 2008/5/30,Comedy,57500000.0,152647258.0,Rotten,50%,Upright,77%,5.4,Michael Patrick King,Michael Patrick King|Sarah Jessica Parker|Darren Star|John Melfi,Michael Patrick King,Sarah Jessica Parker|Kim Cattrall|Kristin Davis|Cynthia Nixon|Christopher Noth
End of Watch, 2012/9/21,Thriller/Suspense,15000000.0,41003371.0,Certified Fresh,85%,Upright,86%,7.7,David Ayer,John Lesher|David Ayer|Nigel Sinclair|Matt Jackson,David Ayer,Jake Gyllenhaal|Michael Peña|Anna Kendrick|Natalie Martinez|Frank Grillo
The Invasion, 2007/8/17,Thriller/Suspense,80000000.0,15074191.0,Rotten,19%,Spilled,41%,5.9,Oliver Hirschbiegel,Roy Lee|Doug Davison|Susan Downey|Steve Richards|Ronand G. Smith|Bruce Berman,David Kajganich,Nicole Kidman|Daniel Craig|Jeremy Northam|Jeffrey Wright|Jackson Bond
Se7en, 1995/9/22,Thriller/Suspense,30000000.0,100125643.0,Certified Fresh,79%,Upright,95%,8.7,David Fincher,Arnold Kopelson|Phyllis Carlyle,Andrew Kevin Walker,Brad Pitt|Morgan Freeman|Gwyneth Paltrow|John C. McGinley|Richard Roundtree
The Big Wedding, 2013/4/26,Romantic Comedy,32500000.0,21819348.0,Rotten,7%,Spilled,41%,5.6,Justin Zackham,Clay Pecorin|Harry J. Ufland|Justin Zackham|Richard Salvatore|Anthony Katagas,Justin Zackham,Robert De Niro|Katherine Heigl|Diane Keaton|Amanda Seyfried|Topher Grace
The Wedding Crashers, 2005/7/15,Comedy,40000000.0,209218368.0,Certified Fresh,75%,Upright,70%,7.0,David Dobkin,Peter Abrams|Robert L. Levy|Andrew Panay,Steve Faber|Bob Fisher,Owen Wilson|Vince Vaughn|Christopher Walken|Rachel McAdams|Isla Fisher
The Frozen Ground, 2013/8/23,Thriller/Suspense,19200000.0,0.0,Rotten,58%,Spilled,50%,6.4,Scott Walker,Mark Ordesky|Jane Fleming|Randall Emmett|Curtis Jackson|Remington Chase|Jeff Rice,Scott Walker,"Nicolas Cage|John Cusack|Vanessa Hudgens|Curtis ""50 Cent"" Jackson"
The Warrior's Way, 2010/12/3,Western,42000000.0,5666340.0,Rotten,29%,Spilled,47%,6.3,Sngmoo Lee,Barrie M. Osborne|Jooick Lee|Michael Peyser,Sngmoo Lee,Geoffrey Rush|Kate Bosworth|Danny Huston|Dong-Gun Jang
Malibu's Most Wanted, 2003/4/18,Comedy,15000000.0,34308901.0,Rotten,31%,Spilled,54%,5.0,John Whitesell,Mike Karz|Fax Bahr|Adam Small,Fax Bahr|Adam Small|Jamie Kennedy|Nick Swardson,Jamie Kennedy|Taye Diggs|Anthony Anderson|Blair Underwood|Regina Hall
Harry Potter and the Order of the Phoenix, 2007/7/11,Adventure,150000000.0,292004738.0,Certified Fresh,79%,Upright,81%,7.4,David Yates,David Heyman|David Barron,Michael Goldenberg,Daniel Radcliffe|Rupert Grint|Emma Watson|Helena Bonham Carter|Robbie Coltrane
Jumping the Broom, 2011/5/6,Romantic Comedy,7000000.0,37295394.0,Rotten,56%,Spilled,59%,5.6,Salim Akil,T.D. Jakes|Curtis Wallace|Tracy E. Edmonds|Elizabeth Hunter|Glendon Palmer|Michael Mahoney,Elizabeth Hunter|Arlene Gibbs,Angela Bassett|Paula Patton|Laz Alonso|Tasha Smith|Julie Bowen
Valkyrie, 2008/12/25,Thriller/Suspense,90000000.0,83077762.0,Fresh,62%,Upright,65%,7.1,Bryan Singer,Bryan Singer|Christopher McQuarrie|Gilbert Adler,Christopher McQuarrie|Nathan Alexander,Tom Cruise|Kenneth Branagh|Bill Nighy|Tom Wilkinson|Carice van Houten
Fight Club, 1999/10/15,Drama,65000000.0,37030102.0,Certified Fresh,80%,Upright,96%,8.9,David Fincher,Art Linson|Cean Chaffin|Ross Grayson Bell,Jim Uhls,Brad Pitt|Edward Norton|Helena Bonham Carter|Meat Loaf|Jared Leto
Terminator 2: Judgment Day, 1991/7/2,Action,100000000.0,204859496.0,Certified Fresh,92%,Upright,94%,8.5,James Cameron,James Cameron,James Cameron|William Wisher|Adam Greenberg,Arnold Schwarzenegger|Linda Hamilton|Edward Furlong|Robert Patrick|Earl Boen
Flags of Our Fathers, 2006/10/20,Drama,53000000.0,33602376.0,Certified Fresh,73%,Upright,69%,7.1,Clint Eastwood,Clint Eastwood|Steven Spielberg|Robert Lorenz,William Broyles Jr.|Paul Haggis,Ryan Phillippe|Jesse Bradford|Adam Beach|John Benjamin Hickey|John Slattery
Semi-Pro, 2008/2/29,Comedy,55000000.0,33479698.0,Rotten,21%,Spilled,38%,5.8,Kent Alterman,Jimmy Miller,Scot Armstrong,Will Ferrell|Woody Harrelson|Andre Benjamin|Maura Tierney|Will Arnett
Philadelphia, 1993/12/22,Drama,26000000.0,77324422.0,Certified Fresh,77%,Upright,89%,7.7,Jonathan Demme,Edward Saxon|Jonathan Demme,Ron Nyswaner,"Tom Hanks|Denzel Washington|Jason Robards, Jr.|Mary Steenburgen|Antonio Banderas"
Pirates of the Caribbean: Dead Man's Chest, 2006/7/7,Adventure,225000000.0,423315812.0,Rotten,54%,Upright,72%,7.3,Gore Verbinski,Jerry Bruckheimer,Ted Elliott|Terry Rossio,Johnny Depp|Orlando Bloom|Keira Knightley|Stellan Skarsgård|Bill Nighy
Hollywood Homicide, 2003/6/13,Action,75000000.0,30207785.0,Rotten,30%,Spilled,27%,5.3,Ron Shelton,Ron Shelton|Lou Pitt,Robert Souza|Ron Shelton,Harrison Ford|Bruce Greenwood|Josh Hartnett|Lena Olin|Isaiah Washington
Lakeview Terrace, 2008/9/19,Thriller/Suspense,20000000.0,39263506.0,Rotten,45%,Spilled,39%,6.2,Neil LaBute,James Lassiter|Will Smith,David Loughery|Howard Korder,Samuel L. Jackson|Patrick Wilson|Kerry Washington|Jay Hernandez|Ron Glass
Couples Retreat, 2009/10/9,Comedy,60000000.0,109205660.0,Rotten,11%,Spilled,40%,5.5,Peter Billingsley,Vince Vaughn|Scott Stuber,Jon Favreau|Dana Fox|Vince Vaughn,Vince Vaughn|Jason Bateman|Jon Favreau|Faizon Love|Kristin Davis
Hotel for Dogs, 2009/1/16,Comedy,75000000.0,73034460.0,Rotten,45%,Spilled,55%,5.3,Thor Freudenthal,Lauren Shuler Donner|Jonathan Gordon|Ewan Leslie|Jason Clark,Jeff Lowell|Bob Schooley|Mark McCorkle,Emma Roberts|Jake T. Austin|Kyla Pratt|Lisa Kudrow|Kevin Dillon
Newlyweds, 2012/1/13,Comedy,9000.0,4584.0,Fresh,70%,Spilled,54%,6.3,Edward Burns,Aaron Lubin|Edward Burns|William Rexer II,Edward Burns,Edward Burns|Kerry Bishe|Marsha Dietlein Bennett|Caitlin Fitzgerald|John Solo
Dr. No, 1963/5/8,Action,1000000.0,16067035.0,Fresh,98%,Upright,82%,7.3,Terence Young,Harry Saltzman|Albert R. Broccoli,Richard Maibaum|Johanna Harwood|Berkely Mather,Sean Connery|Lois Maxwell|Joseph Wiseman|Ursula Andress|Bernard Lee
The Lovely Bones, 2009/12/11,Drama,95000000.0,44114232.0,Rotten,32%,Spilled,52%,6.7,Peter Jackson,Carolynne Cunningham|Fran Walsh|Peter Jackson|Aimee Peyronnet,Fran Walsh|Philippa Boyens|Peter Jackson,Mark Wahlberg|Rachel Weisz|Susan Sarandon|Stanley Tucci|Michael Imperioli
Saving Mr. Banks, 2013/12/13,Drama,35000000.0,83299761.0,Certified Fresh,80%,Upright,85%,7.6,John Lee Hancock,Alison Owen|Ian Collie|Philip Steuer,Kelly Marcel|Sue Smith,Emma Thompson|Tom Hanks|Paul Giamatti|Jason Schwartzman|Bradley Whitford
1408, 2007/6/22,Horror,22500000.0,71985628.0,Certified Fresh,78%,Upright,61%,6.8,Mikael Hafstrom,Lorenzo di Bonaventura,Matt Greenberg|Scott Alexander|Larry Karaszewski,John Cusack|Samuel L. Jackson|Mary McCormack|Tony Shalhoub|Len Cariou
Black Nativity, 2013/11/27,Musical,17500000.0,7018188.0,Rotten,48%,Spilled,52%,4.1,Kasi Lemmons,Celine Rattray|William Horberg|Galt Niederhoffer,Kasi Lemmons,Forest Whitaker|Angela Bassett|Tyrese Gibson|Jacob Latimore|Mary J. Blige
Biutiful, 2010/1/21,Drama,35000000.0,5101237.0,Fresh,64%,Upright,75%,7.5,Alejandro Gonzalez Inarritu,Alejandro Gonzalez Inarritu|Jon Kilik|Fernando Bovaira,Alejandro Gonzalez Inarritu|Bo Armando|Nicolas Giacobone,Javier Bardem|Maricel Alvarez|Eduard Fernandez|Diaryatou Daff|Tai Shen Cheng
The Family, 2013/9/13,Black Comedy,30000000.0,36918811.0,Rotten,29%,Spilled,42%,6.4,Luc Besson,Virginie Besson-Silla|Ryan Kavanaugh,Luc Besson|Michael Caleo,Robert De Niro|Michelle Pfeiffer|Tommy Lee Jones|Dianna Agron|John D'Leo
The Mummy Returns, 2001/5/4,Adventure,98000000.0,202007640.0,Rotten,47%,Upright,64%,6.3,Stephen Sommers,James Jacks|Sean Daniel,Stephen Sommers,Brendan Fraser|Rachel Weisz|John Hannah|Arnold Vosloo|Oded Fehr
Paycheck, 2003/12/25,Thriller/Suspense,60000000.0,53789313.0,Rotten,27%,Spilled,46%,6.2,John Woo,John Davis|Michael Hackett|John Woo|Terence Chang,Dean Georgaris,Ben Affleck|Aaron Eckhart|Uma Thurman|Paul Giamatti|Colm Feore
October Baby, 2012/3/23,Drama,1000000.0,5355847.0,Rotten,22%,Upright,80%,6.7,Andrew Erwin|Jon Erwin,Dan Atchison|Justin Tolley|Cecil Stokes,Jon Erwin|Theresa Preston,Rachel Hendrix|Jason Berkey|Chris Shigh|Jasmine Guy|John Schneider
Runaway Bride, 1999/7/30,Romantic Comedy,70000000.0,152257509.0,Rotten,46%,Spilled,53%,5.4,Garry Marshall,Ted Field|Tom Rosenberg|Scott Kroopf|Robert Cort,Josann McGibbon|Sara Parriott,Julia Roberts|Richard Gere|Joan Cusack|Hector Elizondo|Rita Wilson
Blackthorn, 2011/10/7,Adventure,4500000.0,200558.0,Certified Fresh,75%,Upright,63%,6.6,Mateo Gil,Andres Santana|Ibon Cormenzana,Miguel Barros,Sam Shepard|Eduardo Noriega|Stephen Rea|Magaly Solier|Nikolaj Coster-Waldau
World Trade Center, 2006/8/9,Drama,65000000.0,70278893.0,Fresh,68%,Upright,60%,6.0,Oliver Stone,Michael Shamberg|Stacey Sher|Moritz Borman|Debra Hill,Andrea Berloff,Nicolas Cage|Michael Peña|Maggie Gyllenhaal|Maria Bello|Stephen Dorff
Labor Day, 2014/1/31,Drama,18000000.0,13371528.0,Rotten,33%,Spilled,55%,6.9,Jason Reitman,Lianne Halfon|Russell Smith|Jason Reitman|Helen Estabrook,Jason Reitman,Kate Winslet|Josh Brolin|Gattlin Griffith|Tobey Maguire|Clark Gregg
The Hobbit: The Desolation of Smaug, 2013/12/13,Adventure,250000000.0,258366855.0,Certified Fresh,74%,Upright,86%,8.1,Peter Jackson,Carolynne Cunningham|Zane Weiner|Fran Walsh|Peter Jackson,Fran Walsh|Philippa Boyens|Peter Jackson|Guillermo Del Toro,Martin Freeman|Ian McKellen|Richard Armitage|Ken Stott|Graham McTavish
I am Legend, 2007/12/14,Horror,150000000.0,256393010.0,Fresh,70%,Upright,68%,7.2,Francis Lawrence,Akiva Goldsman|James Lassiter|David Heyman|Neal H. Moritz,Mark Protosevich|Akiva Goldsman,Will Smith|Alice Braga|Dash Mihok|Charlie Tahan|Salli Richardson
Barney's Version, 2010/12/17,Drama,30000000.0,7502560.0,Certified Fresh,80%,Upright,79%,7.3,Richard J. Lewis,Robert Lantos,Michael Konyves,Paul Giamatti|Dustin Hoffman|Rosamund Pike|Minnie Driver|Rachelle Lefevre
The Cabin in the Woods, 2012/4/13,Thriller/Suspense,30000000.0,42073277.0,Certified Fresh,92%,Upright,73%,7.1,Drew Goddard,Joss Whedon,Joss Whedon|Drew Goddard,Kristen Connolly|Chris Hemsworth|Anna Huchison|Fran Kranz|Jesse Williams
Friends with Benefits, 2011/7/22,Romantic Comedy,35000000.0,55802754.0,Fresh,70%,Upright,66%,6.6,Will Gluck,Martin Shafer|Liz Glotzer|Jerry Zucker|Janet Zucker|Will Gluck,Keith Merryman|David A. Newman|Will Gluck,Justin Timberlake|Mila Kunis|Patricia Clarkson|Jenna Elfman|Bryan Greenberg
The Canyons, 2013/8/2,Thriller/Suspense,250000.0,59671.0,Rotten,24%,Spilled,16%,3.9,Paul Schrader,Braxton Pope,Bret Easton Ellis,Lindsay Lohan|James Deen|Nolan Gerard Funk|Amanda Brooks|Tenille Houston
The Waterboy, 1998/11/6,Comedy,23000000.0,161491646.0,Rotten,35%,Upright,71%,6.0,Frank Coraci,Robert Simonds|Jack Giarraputo,Tim Herlihy|Adam Sandler,Adam Sandler|Kathy Bates|Henry Winkler|Fairuza Balk|Jerry Reed
Deep Impact, 1998/5/8,Adventure,80000000.0,140464664.0,Rotten,47%,Spilled,43%,6.1,Mimi Leder,Richard D. Zanuck|David Brown,Bruce Joel Rubin|Michael Tolkin,Robert Duvall|Tea Leoni|Elijah Wood|Vanessa Redgrave|Maximilian Schell
Night at the Museum: Battle of the Smithsonian, 2009/5/22,Comedy,150000000.0,177243721.0,Rotten,44%,Spilled,47%,5.9,Shawn Levy,Shawn Levy|Chris Columbus|Michael Barnathan,Robert Ben Garant|Thomas Lennon,Ben Stiller|Amy Adams|Owen Wilson|Hank Azaria|Robin Williams
In Dreams, 1999/1/15,Horror,30000000.0,12017369.0,Rotten,25%,Spilled,40%,5.4,Neil Jordan,Stephen Woolley,Bruce Robinson|Neil Jordan,"Annette Bening|Aidan Quinn|Stephen Rea|Robert Downey, Jr.|Paul Guilfoyle"
Cloudy with a Chance of Meatballs 2, 2013/9/27,Adventure,78000000.0,119793567.0,Fresh,70%,Upright,67%,6.5,Cody Cameron|Kris Pearn,Pam Marsden|Kirk Bodyfelt,Erica Rivnoja|John Francis Daley|Jonathan Goldstein,Bill Hader|Anna Faris|James Caan|Will Forte|Andy Samberg
School for Scoundrels, 2006/9/29,Comedy,20000000.0,17807569.0,Rotten,25%,Spilled,53%,5.9,Todd Phillips,Todd Phillips|Daniel Goldberg|J. Geyer Kosinski,Todd Phillips|Scott Armstrong,Billy Bob Thornton|Jon Heder|Jacinda Barrett|Luis Guzman|David Cross
Rush Hour, 1998/9/18,Action,35000000.0,141186864.0,Fresh,60%,Upright,79%,6.9,Brett Ratner,Roger Birnbaum|Arthur Sarkissian|Jonathan Glickman,Jim Kauf|Ross Lamanna,Jackie Chan|Chris Tucker|Tom Wilkinson|Elizabeth Pena|Tzi Ma
Open Water, 2004/8/6,Thriller/Suspense,500000.0,30500882.0,Fresh,72%,Spilled,32%,5.7,Chris Kentis,Laura Lau|Chris Kentis,Chris Kentis,Blanchard Ryan|Daniel Travis
Wrath of the Titans, 2012/3/30,Adventure,150000000.0,83670083.0,Rotten,25%,Spilled,49%,5.8,Jonathan Liebesman,Basil Iwanyk|Polly Johnsen,Dan Mazeau|David Leslie Johnson,Sam Worthington|Liam Neeson|Ralph Fiennes|Edgar Ramirez|Toby Kebbell
A Dangerous Method, 2011/11/23,Drama,20000000.0,5702083.0,Certified Fresh,77%,Spilled,50%,6.5,David Cronenberg,Jeremy Thomas,Christopher Hampton,Keira Knightley|Viggo Mortensen|Michael Fassbender|Vincent Cassel|Sarah Gadon
Jersey Boys, 2014/6/20,Drama,40000000.0,46980273.0,Rotten,53%,Upright,68%,7.3,Clint Eastwood,Clint Eastwood|Graham King|Robert Lorenz,Marshall Brickman|Rick Elice,John Lloyd Young|Erich Bergen|Michael Lomenda|Vincent Piazza|Christopher Walken
Mama, 2013/1/18,Horror,15000000.0,71628180.0,Fresh,65%,Spilled,56%,6.3,Andres Muschietti,J. Miles Dale|Barbara Muschietti,Neil Cross|Andy Muschietti|Barbara Muschietti,Jessica Chastain|Nikolaj Coster-Waldau|Megan Charpentier|Isabelle Nelisse|Daniel Kash
The Pelican Brief, 1993/12/17,Drama,45000000.0,100768056.0,Rotten,52%,Upright,61%,6.5,Alan J. Pakula,Alan J. Pakula|Pieter Jan Brugge,Alan J. Pakula,Julia Roberts|Denzel Washington|Sam Shepard|John Heard|Tony Goldwyn
The Place Beyond the Pines, 2013/3/29,Drama,15000000.0,21403519.0,Certified Fresh,80%,Upright,75%,7.4,Derek Cianfrance,Jamie Patricof|Lynette Howell|Alex Orlovsky|Sidney Kimmel,Derek Cianfrance|Ben Coccio|Darius Marder,Ryan Gosling|Bradley Cooper|Eva Mendes|Ray Liotta|Rose Byrne
Piranha 3D, 2010/8/20,Horror,24000000.0,25003155.0,Certified Fresh,73%,Spilled,44%,5.6,Alexandre Aja|Josh Stolberg,Mark Canton|Mark Toberoff|Alexandre Aja|Gregory Levasseur,Peter Goldfinger,Adam Scott|Jessica Szohr|Steven R. McQueen|Christopher Lloyd|Elisabeth Shue
The Weather Man, 2005/10/28,Drama,20000000.0,12482775.0,Rotten,58%,Spilled,56%,6.7,Gore Verbinski,Todd Black|Steve Tisch|Jason Blumenthal,Steven Conrad,Nicolas Cage|Michael Caine|Hope Davis|Michael Rispoli|Gil Bellows
Nim's Island, 2008/4/4,Adventure,37000000.0,48006762.0,Rotten,51%,Spilled,46%,6.0,Mark Levin|Jennifer Flackett,Paula Mazur,Mark Levin|Jennifer Flackett|Joseph Kwong|Paula Mazur,Abigail Breslin|Jodie Foster|Gerard Butler|Michael Carman|Mark Brady
Spy Game, 2001/11/21,Action,90000000.0,62362560.0,Fresh,66%,Upright,76%,7.0,Tony Scott,Douglas Wick|Marc Abraham,Michael Frost Beckner|David Arata,Robert Redford|Brad Pitt|Catherine McCormack|Stephen Dillane|Larry Bryggman
The Iron Lady, 2011/12/30,Drama,14000000.0,29959436.0,Rotten,51%,Spilled,51%,6.4,Phyllida Lloyd,Damian Jones,Abi Morgan,Meryl Streep|Jim Broadbent|Olivia Colman|Anthony Head|Richard E. Grant
Anna Karenina, 2012/11/16,Drama,49000000.0,12816367.0,Fresh,63%,Spilled,50%,6.6,Joe Wright,Tim Bevan|Eric Fellner|Paul Webster,Tom Stoppard,Keira Knightley|Jude Law|Aaron Johnson|Kelly MacDonald|Matthew MacFadyen
Harry Potter and the Chamber of Secrets, 2002/11/15,Adventure,100000000.0,261987880.0,Certified Fresh,82%,Upright,79%,7.3,Chris Columbus,David Heyman,Steve Kloves,Daniel Radcliffe|Rupert Grint|Emma Watson|Kenneth Branagh|John Cleese
Flightplan, 2005/9/23,Thriller/Suspense,55000000.0,89706988.0,Rotten,38%,Spilled,48%,6.2,Robert Schwentke,Brian Grazer,Peter A. Dowling|Billy Ray,Jodie Foster|Peter Sarsgaard|Sean Bean|Kate Beahan|Michael Irby
Jaws, 1975/6/20,Horror,12000000.0,260000000.0,Certified Fresh,98%,Upright,90%,8.1,Steven Spielberg,Richard D. Zanuck|David Brown,Peter Benchley|Carl Gottlieb,Roy Scheider|Robert Shaw|Richard Dreyfuss|Lorraine Gary|Murray Hamilton
Insidious, 2011/4/1,Horror,1500000.0,54009150.0,Fresh,66%,Upright,61%,6.8,James Wan,Jason Blum|Steven Schneider|Oren Peli,Leigh Whannell,Patrick Wilson|Rose Byrne|Lin Shaye|Ty Simpkins|Barbara Hershey
Straw Dogs, 2011/9/16,Thriller/Suspense,25000000.0,10324441.0,Rotten,41%,Spilled,34%,5.8,Rod Lurie,Mark Frydman,Rod Lurie|David Zelag Goodman|Sam Peckinpah,James Marsden|Kate Bosworth|Alexander Skarsgård|James Woods|Dominic Purcell
The Pacifier, 2005/3/4,Comedy,56000000.0,113006880.0,Rotten,20%,Spilled,59%,5.5,Adam Shankman,Roger Birnbaum|Gary Barber|Jonathan Glickman,Thomas Lennon,Vin Diesel|Lauren Graham|Faith Ford|Brittany Snow|Max Thieriot
Inside Man, 2006/3/24,Thriller/Suspense,50000000.0,88634237.0,Certified Fresh,86%,Upright,85%,7.7,Spike Lee,Brian Grazer,Russell Gewirtz,Denzel Washington|Jodie Foster|Clive Owen|Christopher Plummer|Willem Dafoe
